id, title, last_refresh_time, created_time, highlighted, urgent, top_ad, price, currency, negotiable, previous_value, business, locationID, locationName, regionID, regionName, categoryID, categoryName, delivery, safeDeal, url
216104467,iPhone 5s,2021-04-01T10:41:57+03:00,2021-03-01T14:57:55+02:00,False,False,False,120,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-5s-IDeCKDW.html
215895259,Iphone 7,2021-03-31T13:34:57+03:00,2021-02-25T21:00:36+02:00,False,False,False,650,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-7-IDeBSdB.html
213884691,Iphone 7 plus fullbox,2021-03-31T13:33:34+03:00,2021-01-21T11:34:51+02:00,False,False,False,1050,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-7-plus-fullbox-IDetrb5.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
217929278,De vânzare iPhone 6S sau schimb,2021-03-31T12:27:32+03:00,2021-03-31T12:26:51+03:00,False,False,False,550,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/de-vanzare-iphone-6s-sau-schimb-IDeKpmm.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
218025033,Iphone 12 pro max 512 Gb,2021-04-28T17:17:29+03:00,2021-04-01T17:15:31+03:00,True,False,True,5990,RON,True,,False,30823,Reghin,22,Mures,948,electronics,False,unactive,https://www.olx.ro/oferta/iphone-12-pro-max-512-gb-IDeKOgN.html
